genome	og	contig	start	end	strand	identity	coverage
GCA_984579085.1	143871at5125	OZ477391.1	4474480	4474997	-	0.9776	1.000
GCA_984579085.1	143872at5125	OZ477394.1	3462482	3463033	-	0.9921	1.000
GCA_984579085.1	143886at5125	OZ477398.1	970312	971295	-	0.9939	1.000
GCA_984579085.1	143897at5125	OZ477394.1	2130587	2131181	-	1.0	1.000
GCA_984579085.1	143904at5125	OZ477397.1	1733418	1734246	-	0.9961	1.000
GCA_984579085.1	143962at5125	OZ477394.1	2789092	2790086	+	1.0	0.976
GCA_984579085.1	143964at5125	OZ477392.1	2663120	2665525	-	0.9975	1.000
GCA_984579085.1	143977at5125	OZ477394.1	4303539	4305449	+	0.9967	1.000
GCA_984579085.1	144046at5125	OZ477394.1	3773238	3774006	-	0.9951	1.000
GCA_984579085.1	144059at5125	OZ477391.1	4425322	4428957	+	0.9982	1.000
GCA_984579085.1	144088at5125	OZ477395.1	1642751	1655894	+	0.9955	1.000
GCA_984579085.1	144097at5125	OZ477392.1	1300638	1302074	-	0.9957	1.000
GCA_984579085.1	144112at5125	OZ477394.1	2451839	2452505	+	1.0	1.000
GCA_984579085.1	144122at5125	OZ477397.1	2645871	2647064	+	0.9798	1.000
GCA_984579085.1	144123at5125	OZ477394.1	361863	362657	+	0.9913	1.000
GCA_984579085.1	144186at5125	OZ477394.1	3358112	3359661	-	0.9957	1.000
GCA_984579085.1	144225at5125	OZ477394.1	1455955	1460792	-	1.0	1.000
GCA_984579085.1	144228at5125	OZ477392.1	4143421	4144055	+	1.0	1.000
GCA_984579085.1	144267at5125	OZ477395.1	1471164	1471671	-	1.0	1.000
GCA_984579085.1	144297at5125	OZ477391.1	2362981	2364286	+	1.0	1.000
GCA_984579085.1	144298at5125	OZ477397.1	1324379	1326550	-	0.9889	1.000
GCA_984579085.1	144311at5125	OZ477398.1	1836286	1838190	-	0.9953	1.000
GCA_984579085.1	144313at5125	OZ477391.1	3814435	3815878	-	1.0	1.000
GCA_984579085.1	144326at5125	OZ477391.1	4513903	4515169	+	0.9864	1.000
GCA_984579085.1	144360at5125	OZ477393.1	3015736	3017962	-	1.0	1.000
GCA_984579085.1	144367at5125	OZ477398.1	1871298	1871971	+	1.0	1.000
GCA_984579085.1	144375at5125	OZ477392.1	2764303	2765204	-	1.0	1.000
GCA_984579085.1	144383at5125	OZ477394.1	4298153	4299190	+	0.9817	1.000
GCA_984579085.1	144401at5125	OZ477394.1	3345099	3347063	-	0.9922	1.000
GCA_984579085.1	144467at5125	OZ477396.1	2265339	2266616	-	0.9944	1.000
GCA_984579085.1	144512at5125	OZ477396.1	1823358	1823909	+	1.0	1.000
GCA_984579085.1	144516at5125	OZ477397.1	835446	836711	+	0.9946	1.000
GCA_984579085.1	144517at5125	OZ477392.1	1104495	1105571	+	1.0	1.000
GCA_984579085.1	144518at5125	OZ477393.1	783284	790333	-	0.9991	1.000
GCA_984579085.1	144522at5125	OZ477391.1	1895080	1896696	+	0.9981	1.000
GCA_984579085.1	144552at5125	OZ477393.1	3262425	3264101	-	0.998	1.000
GCA_984579085.1	144576at5125	OZ477391.1	2624925	2630495	+	0.9957	1.000
GCA_984579085.1	144600at5125	OZ477397.1	1288547	1289932	-	0.9927	1.000
GCA_984579085.1	144670at5125	OZ477394.1	1722920	1724301	+	1.0	1.000
GCA_984579085.1	144726at5125	OZ477396.1	2172978	2174144	-	1.0	1.000
GCA_984579085.1	144753at5125	OZ477391.1	4507117	4508763	-	0.9899	1.000
GCA_984579085.1	144773at5125	OZ477391.1	2615747	2616895	-	0.9904	1.000
GCA_984579085.1	144785at5125	OZ477394.1	2802159	2803487	+	0.9902	1.000
GCA_984579085.1	144815at5125	OZ477397.1	2205942	2206504	+	1.0	1.000
GCA_984579085.1	144840at5125	OZ477394.1	2455266	2455862	+	1.0	1.000
GCA_984579085.1	144864at5125	OZ477395.1	1538448	1539633	-	0.9972	1.000
GCA_984579085.1	144887at5125	OZ477391.1	4784431	4786406	+	0.9906	1.000
GCA_984579085.1	144920at5125	OZ477394.1	1202996	1204715	-	0.9982	1.000
GCA_984579085.1	144922at5125	OZ477391.1	5547983	5549055	-	0.9966	1.000
GCA_984579085.1	144945at5125	OZ477391.1	2873710	2874061	+	0.9897	1.000
GCA_984579085.1	144967at5125	OZ477394.1	495445	498379	+	0.9978	1.000
GCA_984579085.1	144971at5125	OZ477397.1	1269531	1274756	-	1.0	1.000
GCA_984579085.1	144984at5125	OZ477396.1	2141108	2142375	+	1.0	1.000
GCA_984579085.1	145013at5125	OZ477394.1	2768881	2769875	+	1.0	1.000
GCA_984579085.1	145064at5125	OZ477397.1	2076376	2081896	-	0.9941	1.000
GCA_984579085.1	145079at5125	OZ477398.1	1341312	1344390	-	0.9921	1.000
GCA_984579085.1	145125at5125	OZ477394.1	4227881	4228282	-	1.0	1.000
GCA_984579085.1	145134at5125	OZ477394.1	1535976	1536836	+	0.993	1.000
GCA_984579085.1	145156at5125	OZ477398.1	2357942	2359181	+	0.994	1.000
GCA_984579085.1	145191at5125	OZ477391.1	2830147	2832443	-	0.9937	1.000
GCA_984579085.1	145275at5125	OZ477398.1	1428523	1429367	+	0.9771	1.000
GCA_984579085.1	145282at5125	OZ477396.1	2860598	2864778	+	0.9862	1.000
GCA_984579085.1	145312at5125	OZ477392.1	1417265	1422993	+	1.0	1.000
GCA_984579085.1	145316at5125	OZ477392.1	4118127	4121835	-	0.9956	1.000
GCA_984579085.1	145353at5125	OZ477391.1	3334642	3343392	+	0.9955	1.000
GCA_984579085.1	145359at5125	OZ477391.1	3104218	3105735	+	0.9993	1.000
GCA_984579085.1	145386at5125	OZ477396.1	1148199	1149037	-	0.9962	1.000
GCA_984579085.1	145393at5125	OZ477394.1	2361692	2362430	-	0.9797	1.000
GCA_984579085.1	145444at5125	OZ477393.1	1240656	1246539	-	1.0	1.000
GCA_984579085.1	145447at5125	OZ477391.1	2967425	2969828	+	0.9869	1.000
GCA_984579085.1	145460at5125	OZ477394.1	3519770	3521172	+	0.9978	1.000
GCA_984579085.1	14550at5125	OZ477392.1	2834283	2835359	+	0.997	1.000
GCA_984579085.1	145513at5125	OZ477391.1	3122261	3122854	-	0.9898	1.000
GCA_984579085.1	145527at5125	OZ477391.1	3307483	3309492	+	1.0	1.000
GCA_984579085.1	145576at5125	OZ477394.1	1004331	1005331	+	0.9904	1.000
GCA_984579085.1	145577at5125	OZ477394.1	2268626	2271374	+	0.9978	1.000
GCA_984579085.1	145580at5125	OZ477396.1	2077147	2084779	-	0.9696	1.000
GCA_984579085.1	145586at5125	OZ477394.1	3331810	3333105	-	1.0	1.000
GCA_984579085.1	145590at5125	OZ477396.1	678344	680784	+	0.9961	1.000
GCA_984579085.1	145619at5125	OZ477392.1	2783285	2784202	+	0.9967	1.000
GCA_984579085.1	145636at5125	OZ477393.1	606730	607800	+	0.9916	1.000
GCA_984579085.1	145686at5125	OZ477397.1	662831	663713	+	1.0	1.000
GCA_984579085.1	145704at5125	OZ477397.1	1613272	1618421	+	0.9964	1.000
GCA_984579085.1	145724at5125	OZ477395.1	3391339	3391920	-	1.0	1.000
GCA_984579085.1	145732at5125	OZ477391.1	4281740	4286373	-	0.992	1.000
GCA_984579085.1	145737at5125	OZ477393.1	821510	822544	+	0.9884	1.000
GCA_984579085.1	145748at5125	OZ477394.1	1411170	1416431	-	0.9961	1.000
GCA_984579085.1	145764at5125	OZ477391.1	3255822	3256770	-	0.9848	1.000
GCA_984579085.1	145765at5125	OZ477395.1	3795706	3798519	+	1.0	1.000
GCA_984579085.1	145767at5125	OZ477395.1	1650159	1652975	+	0.9979	1.000
GCA_984579085.1	145777at5125	OZ477392.1	1040052	1043000	-	1.0	1.000
GCA_984579085.1	145779at5125	OZ477394.1	2747008	2748287	+	0.9946	1.000
GCA_984579085.1	145780at5125	OZ477391.1	1001734	1004058	+	0.9888	1.000
GCA_984579085.1	145787at5125	OZ477393.1	1886401	1887599	-	0.9972	1.000
GCA_984579085.1	145806at5125	OZ477393.1	2536092	2537242	-	0.982	1.000
GCA_984579085.1	145825at5125	OZ477395.1	1418903	1421753	-	1.0	1.000
GCA_984579085.1	145843at5125	OZ477393.1	4147997	4150061	+	0.9921	1.000
GCA_984579085.1	145874at5125	OZ477391.1	3257520	3259723	+	0.9957	1.000
GCA_984579085.1	145875at5125	OZ477394.1	1608111	1611602	-	0.9966	1.000
GCA_984579085.1	145877at5125	OZ477392.1	2109412	2110386	+	0.9902	1.000
GCA_984579085.1	145887at5125	OZ477393.1	2696131	2697463	+	0.9973	1.000
GCA_984579085.1	145901at5125	OZ477394.1	1826378	1827610	-	0.9976	1.000
GCA_984579085.1	145948at5125	OZ477398.1	930148	931246	-	0.964	1.000
GCA_984579085.1	145968at5125	OZ477396.1	1723294	1727949	+	0.9915	1.000
GCA_984579085.1	145972at5125	OZ477395.1	1671295	1672586	-	0.9873	1.000
GCA_984579085.1	145983at5125	OZ477397.1	723430	724910	+	1.0	1.000
GCA_984579085.1	145990at5125	OZ477391.1	5238147	5238853	-	0.9953	1.000
GCA_984579085.1	146029at5125	OZ477397.1	1657595	1658238	-	1.0	1.000
GCA_984579085.1	146108at5125	OZ477392.1	4256530	4257696	+	0.9923	1.000
GCA_984579085.1	146113at5125	OZ477398.1	946402	947254	-	0.9926	1.000
GCA_984579085.1	146159at5125	OZ477396.1	2976811	2984294	-	0.9894	1.000
GCA_984579085.1	146193at5125	OZ477394.1	1866664	1868795	-	1.0	1.000
GCA_984579085.1	146195at5125	OZ477395.1	2035243	2036588	-	0.9975	1.000
GCA_984579085.1	146210at5125	OZ477391.1	888015	890972	-	0.9969	1.000
GCA_984579085.1	146225at5125	OZ477392.1	3626790	3627741	+	1.0	1.000
GCA_984579085.1	146260at5125	OZ477391.1	4200552	4203385	+	0.9964	1.000
GCA_984579085.1	146304at5125	OZ477396.1	1729246	1735939	-	0.9912	1.000
GCA_984579085.1	146305at5125	OZ477395.1	3385552	3387777	+	0.9946	1.000
GCA_984579085.1	146308at5125	OZ477392.1	2808795	2809726	+	0.9863	1.000
GCA_984579085.1	146354at5125	OZ477394.1	4231567	4233015	+	0.9979	1.000
GCA_984579085.1	146365at5125	OZ477393.1	3411106	3412265	-	0.9944	1.000
GCA_984579085.1	146373at5125	OZ477393.1	1654874	1656665	-	0.9911	1.000
GCA_984579085.1	146407at5125	OZ477394.1	93723	97532	+	0.9833	1.000
GCA_984579085.1	146454at5125	OZ477393.1	2808431	2811046	-	0.9906	1.000
GCA_984579085.1	146464at5125	OZ477392.1	3191801	3192803	+	1.0	1.000
GCA_984579085.1	146492at5125	OZ477395.1	1138131	1139611	+	0.9902	1.000
GCA_984579085.1	146527at5125	OZ477394.1	2506119	2508447	-	0.9987	1.000
GCA_984579085.1	146584at5125	OZ477395.1	1910075	1916669	-	0.9919	1.000
GCA_984579085.1	146592at5125	OZ477391.1	2667391	2669140	+	0.9985	1.000
GCA_984579085.1	146599at5125	OZ477397.1	2463493	2466924	-	0.9939	1.000
GCA_984579085.1	146609at5125	OZ477391.1	1819099	1819920	-	0.9922	1.000
GCA_984579085.1	146614at5125	OZ477392.1	2645163	2647105	+	0.9983	1.000
GCA_984579085.1	146620at5125	OZ477394.1	3992094	3995692	+	0.9975	1.000
GCA_984579085.1	146650at5125	OZ477397.1	1101588	1102598	+	0.9906	1.000
GCA_984579085.1	146684at5125	OZ477391.1	4504248	4505872	+	0.9941	1.000
GCA_984579085.1	146710at5125	OZ477397.1	2880445	2882074	-	0.9962	1.000
GCA_984579085.1	146713at5125	OZ477394.1	1356408	1358379	+	0.9984	1.000
GCA_984579085.1	146718at5125	OZ477393.1	1643162	1644298	-	0.9974	1.000
GCA_984579085.1	146735at5125	OZ477393.1	3664431	3667898	-	0.9878	1.000
GCA_984579085.1	146759at5125	OZ477392.1	2331390	2334615	+	0.9981	1.000
GCA_984579085.1	146769at5125	OZ477393.1	3766681	3768032	-	0.9793	1.000
GCA_984579085.1	146782at5125	OZ477395.1	4061553	4066109	-	0.9944	1.000
GCA_984579085.1	146797at5125	OZ477393.1	2898679	2899623	-	0.9964	1.000
GCA_984579085.1	146812at5125	OZ477391.1	1482067	1483774	-	0.9961	1.000
GCA_984579085.1	146835at5125	OZ477394.1	2739657	2741623	-	0.9967	1.000
GCA_984579085.1	146838at5125	OZ477392.1	4034749	4035680	+	1.0	1.000
GCA_984579085.1	146852at5125	OZ477391.1	3998060	4001063	+	0.9969	1.000
GCA_984579085.1	146866at5125	OZ477393.1	1353881	1355455	-	0.9922	1.000
GCA_984579085.1	146869at5125	OZ477397.1	1233225	1235334	+	0.9925	1.000
GCA_984579085.1	146886at5125	OZ477397.1	2260693	2263075	+	1.0	1.000
GCA_984579085.1	146904at5125	OZ477394.1	3070204	3073113	+	1.0	1.000
GCA_984579085.1	146939at5125	OZ477395.1	3364897	3368951	-	0.9947	1.000
GCA_984579085.1	146944at5125	OZ477393.1	1945254	1947041	+	0.9947	1.000
GCA_984579085.1	146949at5125	OZ477391.1	2200026	2201151	+	0.9972	1.000
GCA_984579085.1	146956at5125	OZ477395.1	2870808	2873532	+	0.9966	1.000
GCA_984579085.1	146958at5125	OZ477398.1	2270758	2273122	-	0.9958	1.000
GCA_984579085.1	146966at5125	OZ477396.1	1769200	1784155	-	0.9974	1.000
GCA_984579085.1	146969at5125	OZ477397.1	1877145	1878551	+	0.9931	1.000
GCA_984579085.1	146977at5125	OZ477391.1	3809523	3811268	-	0.9931	1.000
GCA_984579085.1	146989at5125	OZ477395.1	2849101	2849991	+	1.0	1.000
GCA_984579085.1	146990at5125	OZ477392.1	3310778	3313321	+	0.9897	1.000
GCA_984579085.1	147012at5125	OZ477396.1	1993980	1997364	-	0.9982	1.000
GCA_984579085.1	147014at5125	OZ477392.1	790366	792318	+	1.0	1.000
GCA_984579085.1	147023at5125	OZ477393.1	3873269	3880792	-	1.0	1.000
GCA_984579085.1	147050at5125	OZ477394.1	3556458	3560558	+	0.997	1.000
GCA_984579085.1	147056at5125	OZ477391.1	913773	916461	+	0.9989	1.000
GCA_984579085.1	147070at5125	OZ477392.1	3639470	3644554	+	0.9994	1.000
GCA_984579085.1	147089at5125	OZ477397.1	2318701	2320131	-	1.0	1.000
GCA_984579085.1	147097at5125	OZ477396.1	2864997	2866110	-	0.9877	1.000
GCA_984579085.1	147100at5125	OZ477391.1	4750924	4752050	-	1.0	1.000
GCA_984579085.1	147105at5125	OZ477398.1	1494479	1496246	-	0.993	1.000
GCA_984579085.1	147122at5125	OZ477396.1	2796053	2799926	-	0.9951	1.000
GCA_984579085.1	147132at5125	OZ477393.1	2590988	2592030	-	0.997	1.000
GCA_984579085.1	147139at5125	OZ477391.1	3674171	3676318	-	0.9981	1.000
GCA_984579085.1	147165at5125	OZ477398.1	470871	472838	-	0.9901	1.000
GCA_984579085.1	147187at5125	OZ477394.1	956685	959057	+	0.9987	1.000
GCA_984579085.1	147196at5125	OZ477398.1	1872744	1874282	-	0.9941	1.000
GCA_984579085.1	147197at5125	OZ477391.1	4121944	4123942	+	0.9844	1.000
GCA_984579085.1	147226at5125	OZ477391.1	3221139	3222430	+	0.9951	1.000
GCA_984579085.1	147233at5125	OZ477392.1	2837972	2839215	-	1.0	1.000
GCA_984579085.1	147242at5125	OZ477395.1	3792365	3794358	+	0.9962	1.000
GCA_984579085.1	147258at5125	OZ477391.1	2910708	2911124	+	1.0	1.000
GCA_984579085.1	147285at5125	OZ477396.1	887550	888193	-	0.9596	1.000
GCA_984579085.1	147291at5125	OZ477396.1	2501830	2503238	+	0.9977	1.000
GCA_984579085.1	147292at5125	OZ477391.1	3136495	3145405	-	0.9932	1.000
GCA_984579085.1	147307at5125	OZ477397.1	1008966	1010201	+	0.9797	1.000
GCA_984579085.1	147312at5125	OZ477394.1	3254313	3255111	+	0.9918	1.000
GCA_984579085.1	147317at5125	OZ477394.1	2443431	2451905	-	0.9811	1.000
GCA_984579085.1	147328at5125	OZ477394.1	3972142	3975431	-	0.9981	0.988
GCA_984579085.1	147339at5125	OZ477391.1	2451562	2454099	+	1.0	1.000
GCA_984579085.1	147351at5125	OZ477393.1	3808276	3810881	+	0.9988	1.000
GCA_984579085.1	147370at5125	OZ477395.1	1564863	1567949	-	0.9942	1.000
GCA_984579085.1	147373at5125	OZ477397.1	2211121	2213319	+	0.9973	1.000
GCA_984579085.1	147384at5125	OZ477393.1	1896596	1897728	-	0.9971	1.000
GCA_984579085.1	147386at5125	OZ477391.1	3927733	3929001	-	0.9834	1.000
GCA_984579085.1	147388at5125	OZ477392.1	695991	697202	+	0.9826	1.000
GCA_984579085.1	147390at5125	OZ477396.1	2531013	2531690	-	0.9952	1.000
GCA_984579085.1	147407at5125	OZ477395.1	3152394	3154964	-	0.9976	1.000
GCA_984579085.1	147411at5125	OZ477397.1	2425160	2428431	-	0.9934	1.000
GCA_984579085.1	147417at5125	OZ477392.1	4110984	4113281	-	0.9972	1.000
GCA_984579085.1	147418at5125	OZ477391.1	1995353	2000240	+	0.9962	1.000
GCA_984579085.1	147421at5125	OZ477394.1	2537044	2538065	-	0.9989	1.000
GCA_984579085.1	147429at5125	OZ477398.1	1261253	1263117	-	0.9917	1.000
GCA_984579085.1	147430at5125	OZ477391.1	2062102	2064341	-	0.9881	1.000
GCA_984579085.1	147436at5125	OZ477392.1	1695302	1707110	-	0.9945	1.000
GCA_984579085.1	147440at5125	OZ477393.1	3972672	3973793	+	0.9989	1.000
GCA_984579085.1	147464at5125	OZ477396.1	1604302	1605356	-	0.992	1.000
GCA_984579085.1	147480at5125	OZ477394.1	2621446	2622882	-	0.9958	1.000
GCA_984579085.1	147482at5125	OZ477397.1	1262112	1264333	+	0.9971	1.000
GCA_984579085.1	147491at5125	OZ477395.1	1444678	1445317	-	0.9949	1.000
GCA_984579085.1	147496at5125	OZ477391.1	1279399	1282763	-	0.9972	1.000
GCA_984579085.1	147509at5125	OZ477393.1	1282466	1283047	+	1.0	1.000
GCA_984579085.1	147526at5125	OZ477391.1	3450308	3451080	+	1.0	1.000
GCA_984579085.1	147534at5125	OZ477395.1	2340430	2341371	-	1.0	1.000
GCA_984579085.1	147572at5125	OZ477391.1	4923195	4926334	+	0.9931	1.000
GCA_984579085.1	147594at5125	OZ477395.1	1611975	1616397	+	0.9893	1.000
GCA_984579085.1	147604at5125	OZ477395.1	722642	724522	+	0.9836	1.000
GCA_984579085.1	147615at5125	OZ477393.1	2290532	2296775	-	0.9985	1.000
GCA_984579085.1	147629at5125	OZ477391.1	1650739	1652134	+	0.9989	1.000
GCA_984579085.1	147679at5125	OZ477392.1	2315455	2319218	-	0.9983	1.000
GCA_984579085.1	147704at5125	OZ477392.1	3814605	3815226	-	0.9947	1.000
GCA_984579085.1	147706at5125	OZ477396.1	1698056	1700408	+	0.9904	1.000
GCA_984579085.1	147709at5125	OZ477395.1	4219491	4220704	+	1.0	1.000
GCA_984579085.1	147710at5125	OZ477397.1	1902164	1904495	+	0.9949	1.000
GCA_984579085.1	147729at5125	OZ477398.1	1450110	1452001	-	0.9963	1.000
GCA_984579085.1	147732at5125	OZ477398.1	1352829	1354340	-	0.9938	1.000
GCA_984579085.1	147780at5125	OZ477391.1	1321128	1321864	+	0.9955	1.000
GCA_984579085.1	147785at5125	OZ477393.1	2023981	2025723	-	0.9982	1.000
GCA_984579085.1	147791at5125	OZ477393.1	2456764	2465639	+	0.9901	1.000
GCA_984579085.1	147798at5125	OZ477394.1	2031653	2035649	-	0.9954	1.000
GCA_984579085.1	147870at5125	OZ477394.1	1708488	1711018	-	0.9898	1.000
GCA_984579085.1	147873at5125	OZ477394.1	3215771	3220194	+	0.9939	1.000
GCA_984579085.1	147897at5125	OZ477392.1	955156	964886	+	0.9915	1.000
GCA_984579085.1	147904at5125	OZ477398.1	1878598	1880135	-	1.0	1.000
GCA_984579085.1	147934at5125	OZ477392.1	4123889	4124555	+	0.9901	1.000
GCA_984579085.1	147945at5125	OZ477398.1	1503473	1504878	-	0.9845	1.000
GCA_984579085.1	147947at5125	OZ477391.1	4494934	4496385	+	0.9955	1.000
GCA_984579085.1	147952at5125	OZ477395.1	3708951	3709743	+	0.9981	1.000
GCA_984579085.1	147969at5125	OZ477396.1	3047684	3048457	-	0.9922	1.000
GCA_984579085.1	147974at5125	OZ477393.1	2194153	2195549	+	0.991	1.000
GCA_984579085.1	147983at5125	OZ477393.1	3509743	3511329	-	0.998	1.000
GCA_984579085.1	147987at5125	OZ477395.1	3112272	3113961	-	0.9962	1.000
GCA_984579085.1	147989at5125	OZ477391.1	5000684	5001349	+	1.0	1.000
GCA_984579085.1	147995at5125	OZ477391.1	5674052	5677392	+	0.9991	1.000
GCA_984579085.1	148025at5125	OZ477397.1	2666832	2668072	+	1.0	1.000
GCA_984579085.1	148036at5125	OZ477392.1	3261934	3263163	+	1.0	1.000
GCA_984579085.1	148057at5125	OZ477394.1	2651016	2654255	+	0.9952	1.000
GCA_984579085.1	148071at5125	OZ477394.1	803439	805754	-	0.9942	1.000
GCA_984579085.1	148089at5125	OZ477394.1	780417	781380	-	1.0	1.000
GCA_984579085.1	148094at5125	OZ477392.1	2784337	2790790	-	1.0	1.000
GCA_984579085.1	148115at5125	OZ477396.1	2485313	2486338	+	0.9878	1.000
GCA_984579085.1	148128at5125	OZ477393.1	2061974	2063784	+	0.9926	1.000
GCA_984579085.1	148132at5125	OZ477397.1	1127569	1129242	-	0.998	1.000
GCA_984579085.1	148139at5125	OZ477394.1	2929854	2931241	+	1.0	1.000
GCA_984579085.1	148145at5125	OZ477391.1	5015937	5016600	-	1.0	1.000
GCA_984579085.1	148163at5125	OZ477396.1	1531728	1532712	-	1.0	1.000
GCA_984579085.1	148171at5125	OZ477394.1	3795522	3796990	-	0.9979	1.000
GCA_984579085.1	148206at5125	OZ477391.1	1849949	1852439	-	0.9958	1.000
GCA_984579085.1	148214at5125	OZ477396.1	2746623	2748641	+	0.9896	1.000
GCA_984579085.1	148218at5125	OZ477397.1	1978343	1979715	-	0.9976	1.000
GCA_984579085.1	148238at5125	OZ477394.1	634190	634713	-	0.9936	1.000
GCA_984579085.1	148243at5125	OZ477394.1	4285440	4286785	+	0.9747	1.000
GCA_984579085.1	148251at5125	OZ477393.1	1818796	1821639	+	0.9941	1.000
GCA_984579085.1	148253at5125	OZ477392.1	3510068	3511634	-	0.9929	1.000
GCA_984579085.1	148254at5125	OZ477395.1	1473444	1474814	-	0.9956	1.000
GCA_984579085.1	148294at5125	OZ477398.1	943601	946293	+	0.9963	1.000
GCA_984579085.1	148308at5125	OZ477395.1	3161866	3163207	+	1.0	1.000
GCA_984579085.1	148328at5125	OZ477397.1	2352266	2353557	-	1.0	1.000
GCA_984579085.1	148364at5125	OZ477394.1	2928594	2928940	-	1.0	1.000
GCA_984579085.1	148373at5125	OZ477392.1	2975783	2978589	-	0.9945	1.000
GCA_984579085.1	148406at5125	OZ477397.1	2566129	2567934	-	0.9917	1.000
GCA_984579085.1	148432at5125	OZ477398.1	1465611	1470821	-	0.9924	1.000
GCA_984579085.1	148434at5125	OZ477392.1	1682710	1683184	+	1.0	1.000
GCA_984579085.1	148450at5125	OZ477392.1	3595595	3599602	+	0.9992	1.000
GCA_984579085.1	148482at5125	OZ477391.1	4110419	4111132	-	0.9969	1.000
GCA_984579085.1	148487at5125	OZ477397.1	2041719	2044541	+	0.9848	1.000
GCA_984579085.1	148496at5125	OZ477394.1	2708840	2710540	+	0.9964	1.000
GCA_984579085.1	148537at5125	OZ477393.1	3841196	3841825	-	0.9952	1.000
GCA_984579085.1	148544at5125	OZ477397.1	2672201	2675199	+	0.9908	1.000
GCA_984579085.1	148585at5125	OZ477392.1	3104936	3107979	+	0.9918	1.000
GCA_984579085.1	148586at5125	OZ477393.1	1874379	1876537	-	0.9956	1.000
GCA_984579085.1	148589at5125	OZ477397.1	2654012	2655984	-	0.9949	1.000
GCA_984579085.1	148595at5125	OZ477394.1	1402108	1404485	+	1.0	1.000
GCA_984579085.1	148624at5125	OZ477392.1	4425611	4428378	-	0.9953	1.000
GCA_984579085.1	148633at5125	OZ477391.1	3526569	3528483	+	0.9982	1.000
GCA_984579085.1	148651at5125	OZ477394.1	1056667	1057181	+	1.0	1.000
GCA_984579085.1	148656at5125	OZ477391.1	3373224	3376005	+	0.9927	1.000
GCA_984579085.1	148661at5125	OZ477394.1	4169282	4170080	-	0.9909	1.000
GCA_984579085.1	148665at5125	OZ477394.1	2452588	2453546	-	1.0	1.000
GCA_984579085.1	148683at5125	OZ477397.1	1715215	1717993	-	0.9989	1.000
GCA_984579085.1	148697at5125	OZ477391.1	1150627	1151900	+	0.9951	1.000
GCA_984579085.1	148703at5125	OZ477393.1	3056729	3060104	-	0.9856	1.000
GCA_984579085.1	148712at5125	OZ477395.1	3376608	3381461	-	0.9816	1.000
GCA_984579085.1	148742at5125	OZ477393.1	1001499	1002694	+	0.9972	1.000
GCA_984579085.1	148749at5125	OZ477393.1	2080109	2081420	-	0.9975	1.000
GCA_984579085.1	148759at5125	OZ477398.1	1216683	1217720	+	0.987	1.000
GCA_984579085.1	148773at5125	OZ477391.1	3706115	3706979	+	1.0	1.000
GCA_984579085.1	148781at5125	OZ477391.1	1876452	1881834	-	0.9994	1.000
GCA_984579085.1	148804at5125	OZ477393.1	3149697	3151850	-	0.9922	1.000
GCA_984579085.1	148818at5125	OZ477391.1	1260935	1264793	+	0.9935	1.000
GCA_984579085.1	148833at5125	OZ477395.1	3168271	3169725	+	0.9959	1.000
GCA_984579085.1	148850at5125	OZ477395.1	3016415	3021191	-	0.9946	1.000
GCA_984579085.1	148862at5125	OZ477393.1	2546111	2549912	+	0.9992	1.000
GCA_984579085.1	148868at5125	OZ477397.1	1981180	1982147	-	0.9965	1.000
GCA_984579085.1	148876at5125	OZ477393.1	1013862	1015247	+	0.9805	1.000
GCA_984579085.1	148880at5125	OZ477391.1	958067	963273	-	0.9959	1.000
GCA_984579085.1	148888at5125	OZ477395.1	3183106	3184809	+	0.9965	1.000
GCA_984579085.1	148893at5125	OZ477392.1	558379	559536	-	0.9948	1.000
GCA_984579085.1	148896at5125	OZ477392.1	3389470	3391553	+	1.0	1.000
GCA_984579085.1	148904at5125	OZ477393.1	4264179	4266595	+	0.9962	1.000
GCA_984579085.1	148915at5125	OZ477395.1	3114413	3115414	+	0.985	1.000
GCA_984579085.1	148928at5125	OZ477393.1	4144635	4146545	-	0.9906	1.000
GCA_984579085.1	148932at5125	OZ477398.1	1456095	1458974	+	0.9948	1.000
GCA_984579085.1	148946at5125	OZ477393.1	2584962	2587400	+	0.9946	1.000
GCA_984579085.1	148955at5125	OZ477393.1	2572558	2574924	+	0.9975	1.000
GCA_984579085.1	148956at5125	OZ477398.1	908810	910395	+	0.9884	1.000
GCA_984579085.1	148968at5125	OZ477395.1	3012773	3016012	+	0.9963	1.000
GCA_984579085.1	148972at5125	OZ477397.1	983663	987256	+	0.9958	1.000
GCA_984579085.1	148990at5125	OZ477392.1	3919331	3931694	-	0.9872	1.000
GCA_984579085.1	148993at5125	OZ477391.1	3816811	3817593	-	1.0	1.000
GCA_984579085.1	148998at5125	OZ477391.1	4722393	4724186	+	0.9916	1.000
GCA_984579085.1	149001at5125	OZ477395.1	1845922	1863027	+	0.9891	1.000
GCA_984579085.1	149002at5125	OZ477394.1	3334490	3335915	+	1.0	1.000
GCA_984579085.1	149006at5125	OZ477391.1	2912771	2914312	+	0.9896	1.000
GCA_984579085.1	149010at5125	OZ477391.1	1652784	1664919	-	0.996	1.000
GCA_984579085.1	149043at5125	OZ477392.1	4503750	4509117	+	0.9977	1.000
GCA_984579085.1	149053at5125	OZ477396.1	2364362	2365363	-	1.0	1.000
GCA_984579085.1	149063at5125	OZ477393.1	2112469	2113614	+	1.0	1.000
