marker_id	status	detail
227528at5125	USED	length=1354
227644at5125	USED	length=349
227791at5125	USED	length=416
227932at5125	USED	length=1927
228044at5125	USED	length=649
228045at5125	USED	length=320
228275at5125	USED	length=526
23119at5125	USED	length=146
23161at5125	USED	length=132
23233at5125	USED	length=709
23412at5125	USED	length=160
23533at5125	USED	length=388
23667at5125	USED	length=770
25334at5125	USED	length=1047
25341at5125	USED	length=274
25373at5125	USED	length=726
25837at5125	USED	length=490
25927at5125	USED	length=1078
25989at5125	USED	length=298
27800at5125	USED	length=637
27835at5125	USED	length=329
28081at5125	USED	length=516
2810at5125	USED	length=87
28608at5125	USED	length=393
2860at5125	USED	length=670
28628at5125	USED	length=272
28680at5125	USED	length=183
28761at5125	USED	length=86
29110at5125	USED	length=580
29239at5125	USED	length=373
29332at5125	USED	length=519
29445at5125	USED	length=491
29491at5125	USED	length=384
29617at5125	USED	length=550
29683at5125	USED	length=446
30317at5125	USED	length=1224
30405at5125	USED	length=448
30923at5125	USED	length=129
31012at5125	USED	length=357
31075at5125	USED	length=924
31179at5125	USED	length=448
31314at5125	USED	length=960
31343at5125	USED	length=695
31619at5125	USED	length=1270
31696at5125	USED	length=855
31753at5125	USED	length=106
32145at5125	USED	length=687
32284at5125	USED	length=1073
32666at5125	USED	length=373
32730at5125	USED	length=471
32748at5125	USED	length=363
33012at5125	USED	length=570
33101at5125	USED	length=579
33226at5125	USED	length=376
33299at5125	USED	length=350
33840at5125	USED	length=971
33926at5125	USED	length=139
33953at5125	USED	length=170
34096at5125	USED	length=531
34574at5125	USED	length=453
35216at5125	USED	length=1072
35308at5125	USED	length=986
35570at5125	USED	length=375
35630at5125	USED	length=283
35744at5125	USED	length=772
35964at5125	USED	length=788
36308at5125	USED	length=1220
3723at5125	USED	length=366
38498at5125	USED	length=192
39102at5125	USED	length=774
39179at5125	USED	length=356
3927at5125	USED	length=325
39338at5125	USED	length=565
39398at5125	USED	length=411
39467at5125	USED	length=351
39772at5125	USED	length=626
40012at5125	USED	length=256
40335at5125	USED	length=537
40402at5125	USED	length=615
40614at5125	USED	length=347
41003at5125	USED	length=576
41048at5125	USED	length=860
41182at5125	USED	length=467
41504at5125	USED	length=391
41551at5125	USED	length=641
41934at5125	USED	length=409
42080at5125	USED	length=253
42205at5125	USED	length=348
4250at5125	USED	length=90
43025at5125	USED	length=433
43081at5125	USED	length=1364
43840at5125	USED	length=570
44251at5125	USED	length=565
44326at5125	USED	length=845
44525at5125	USED	length=504
44554at5125	USED	length=416
44703at5125	USED	length=373
44919at5125	USED	length=243
45226at5125	USED	length=133
45437at5125	USED	length=179
45442at5125	USED	length=558
45760at5125	USED	length=612
45902at5125	USED	length=200
46219at5125	USED	length=434
46325at5125	USED	length=122
46331at5125	USED	length=862
46589at5125	USED	length=280
46939at5125	USED	length=733
46946at5125	USED	length=982
47007at5125	USED	length=400
47141at5125	USED	length=428
47364at5125	USED	length=290
47502at5125	USED	length=529
47657at5125	USED	length=113
48014at5125	USED	length=321
48049at5125	USED	length=524
48063at5125	USED	length=267
48091at5125	USED	length=134
481at5125	USED	length=180
4866at5125	USED	length=221
48777at5125	USED	length=489
49025at5125	USED	length=516
49263at5125	USED	length=605
49280at5125	USED	length=616
49463at5125	USED	length=266
49865at5125	USED	length=475
50124at5125	USED	length=1450
50655at5125	USED	length=756
50750at5125	USED	length=422
51549at5125	USED	length=561
52787at5125	USED	length=233
5292at5125	USED	length=221
52936at5125	USED	length=539
52986at5125	USED	length=675
53093at5125	USED	length=524
53485at5125	USED	length=140
53733at5125	USED	length=879
53840at5125	USED	length=419
54472at5125	USED	length=1026
55190at5125	USED	length=454
55284at5125	USED	length=553
55702at5125	USED	length=619
55966at5125	USED	length=447
56002at5125	USED	length=394
56082at5125	USED	length=166
56725at5125	USED	length=477
56866at5125	USED	length=201
57446at5125	USED	length=106
57925at5125	USED	length=502
58060at5125	USED	length=460
58194at5125	USED	length=859
58559at5125	USED	length=573
58621at5125	USED	length=651
58722at5125	USED	length=411
58942at5125	USED	length=539
59126at5125	USED	length=1869
60029at5125	USED	length=224
60382at5125	USED	length=1421
60519at5125	USED	length=468
60521at5125	USED	length=549
60771at5125	USED	length=1521
60997at5125	USED	length=416
61008at5125	USED	length=116
61042at5125	USED	length=1694
61166at5125	USED	length=222
61376at5125	USED	length=659
61402at5125	USED	length=164
62238at5125	USED	length=343
62445at5125	USED	length=300
62516at5125	USED	length=839
62738at5125	USED	length=519
62809at5125	USED	length=495
62876at5125	USED	length=1109
62918at5125	USED	length=872
63103at5125	USED	length=699
63492at5125	USED	length=1807
63495at5125	USED	length=870
63745at5125	USED	length=207
63761at5125	USED	length=458
63896at5125	USED	length=215
63917at5125	USED	length=945
64092at5125	USED	length=413
64106at5125	USED	length=821
64271at5125	USED	length=260
6464at5125	USED	length=122
64677at5125	USED	length=503
65121at5125	USED	length=299
65274at5125	USED	length=559
6563at5125	USED	length=175
65810at5125	USED	length=2370
66128at5125	USED	length=429
66398at5125	USED	length=566
66551at5125	USED	length=675
66782at5125	USED	length=297
66899at5125	USED	length=172
66960at5125	USED	length=830
67164at5125	USED	length=1858
67190at5125	USED	length=589
67210at5125	USED	length=382
67232at5125	USED	length=369
67240at5125	USED	length=1103
67275at5125	USED	length=674
67291at5125	USED	length=847
67406at5125	USED	length=1368
67605at5125	USED	length=247
68189at5125	USED	length=608
68698at5125	USED	length=346
68913at5125	USED	length=504
68921at5125	USED	length=529
69044at5125	USED	length=289
69204at5125	USED	length=384
69233at5125	USED	length=383
69386at5125	USED	length=353
69391at5125	USED	length=188
69552at5125	USED	length=511
6957at5125	USED	length=454
70050at5125	USED	length=392
70218at5125	USED	length=269
70418at5125	USED	length=153
70457at5125	USED	length=122
70498at5125	USED	length=890
70516at5125	USED	length=1632
70552at5125	USED	length=468
70613at5125	USED	length=726
70797at5125	USED	length=545
71030at5125	USED	length=631
71043at5125	USED	length=292
71324at5125	USED	length=1695
71452at5125	USED	length=612
71475at5125	USED	length=1616
71779at5125	USED	length=440
72119at5125	USED	length=478
72371at5125	USED	length=487
72413at5125	USED	length=1815
72609at5125	USED	length=853
72719at5125	USED	length=317
72725at5125	USED	length=1488
72837at5125	USED	length=417
72947at5125	USED	length=425
73333at5125	USED	length=766
73549at5125	USED	length=283
73781at5125	USED	length=217
74061at5125	USED	length=1890
74166at5125	USED	length=262
74509at5125	USED	length=481
74793at5125	USED	length=296
74795at5125	USED	length=759
74829at5125	USED	length=963
74950at5125	USED	length=1833
7497at5125	USED	length=586
75182at5125	USED	length=408
76505at5125	USED	length=893
76858at5125	USED	length=185
77032at5125	USED	length=374
77314at5125	USED	length=1260
77340at5125	USED	length=330
77682at5125	USED	length=923
77888at5125	USED	length=411
77951at5125	USED	length=116
7819at5125	USED	length=225
78330at5125	USED	length=1026
78381at5125	USED	length=441
78405at5125	USED	length=238
78454at5125	USED	length=532
78486at5125	USED	length=1316
78553at5125	USED	length=963
78683at5125	USED	length=495
78896at5125	USED	length=866
79364at5125	USED	length=1170
79423at5125	USED	length=207
79478at5125	USED	length=748
79488at5125	USED	length=692
79557at5125	USED	length=143
79655at5125	USED	length=386
79708at5125	USED	length=281
79767at5125	USED	length=739
79853at5125	USED	length=614
80265at5125	USED	length=599
80347at5125	USED	length=752
80487at5125	USED	length=591
80840at5125	USED	length=177
80945at5125	USED	length=297
81015at5125	USED	length=280
81061at5125	USED	length=268
81170at5125	USED	length=1216
81416at5125	USED	length=518
81611at5125	USED	length=646
81721at5125	USED	length=1271
81735at5125	USED	length=468
82110at5125	USED	length=1331
82295at5125	USED	length=701
82463at5125	USED	length=1053
82577at5125	USED	length=1359
82852at5125	USED	length=557
82854at5125	USED	length=530
82942at5125	USED	length=216
83007at5125	USED	length=606
83280at5125	USED	length=1499
83415at5125	USED	length=322
83427at5125	USED	length=826
83530at5125	USED	length=377
83590at5125	USED	length=880
83615at5125	USED	length=955
83818at5125	USED	length=337
83939at5125	USED	length=412
83952at5125	USED	length=922
83961at5125	USED	length=242
84108at5125	USED	length=471
84420at5125	USED	length=393
84814at5125	USED	length=1055
85307at5125	USED	length=703
85340at5125	USED	length=113
85382at5125	USED	length=404
85513at5125	USED	length=147
85573at5125	USED	length=1935
85694at5125	USED	length=1274
85714at5125	USED	length=816
85958at5125	USED	length=769
85971at5125	USED	length=1498
85979at5125	USED	length=431
85984at5125	USED	length=808
86087at5125	USED	length=537
86374at5125	USED	length=1227
86559at5125	USED	length=499
86668at5125	USED	length=281
86761at5125	USED	length=605
86770at5125	USED	length=307
86949at5125	USED	length=692
87578at5125	USED	length=1883
87642at5125	USED	length=517
87718at5125	USED	length=389
88002at5125	USED	length=314
88040at5125	USED	length=1008
88294at5125	USED	length=375
88557at5125	USED	length=855
88773at5125	USED	length=177
88795at5125	USED	length=460
88809at5125	USED	length=295
88833at5125	USED	length=1116
88938at5125	USED	length=115
88977at5125	USED	length=463
89075at5125	USED	length=288
89742at5125	USED	length=1180
89990at5125	USED	length=674
90032at5125	USED	length=296
90167at5125	USED	length=587
90279at5125	USED	length=519
90358at5125	USED	length=170
90405at5125	USED	length=531
90769at5125	USED	length=190
91097at5125	USED	length=937
91104at5125	USED	length=461
91138at5125	USED	length=755
91167at5125	USED	length=665
91178at5125	USED	length=485
91187at5125	USED	length=545
9118at5125	USED	length=630
91191at5125	USED	length=445
91215at5125	USED	length=76
91374at5125	USED	length=339
91532at5125	USED	length=498
91640at5125	USED	length=269
91733at5125	USED	length=792
91926at5125	USED	length=413
92070at5125	USED	length=514
92364at5125	USED	length=923
92482at5125	USED	length=539
92516at5125	USED	length=437
92520at5125	USED	length=433
92661at5125	USED	length=417
93089at5125	USED	length=423
93093at5125	USED	length=1089
93172at5125	USED	length=681
93590at5125	USED	length=534
94166at5125	USED	length=827
94224at5125	USED	length=709
94482at5125	USED	length=122
94683at5125	USED	length=482
94851at5125	USED	length=128
94917at5125	USED	length=462
95055at5125	USED	length=1005
95110at5125	USED	length=439
95147at5125	USED	length=229
95185at5125	USED	length=245
95411at5125	USED	length=281
95427at5125	USED	length=563
95447at5125	USED	length=519
95574at5125	USED	length=703
95759at5125	USED	length=753
95890at5125	USED	length=373
95965at5125	USED	length=671
95990at5125	USED	length=119
96009at5125	USED	length=467
96036at5125	USED	length=778
96059at5125	USED	length=534
96196at5125	USED	length=213
96220at5125	USED	length=981
96359at5125	USED	length=563
96684at5125	USED	length=835
96733at5125	USED	length=1092
96764at5125	USED	length=715
96805at5125	USED	length=1515
96869at5125	USED	length=674
97035at5125	USED	length=521
97056at5125	USED	length=636
97123at5125	USED	length=535
97185at5125	USED	length=607
97356at5125	USED	length=829
97750at5125	USED	length=631
97858at5125	USED	length=346
98063at5125	USED	length=665
98133at5125	USED	length=154
98559at5125	USED	length=412
98617at5125	USED	length=2065
98801at5125	USED	length=746
98873at5125	USED	length=2002
98956at5125	USED	length=786
99199at5125	USED	length=1098
99321at5125	USED	length=358
99363at5125	USED	length=308
99397at5125	USED	length=178
99494at5125	USED	length=462
99497at5125	USED	length=306
99767at5125	USED	length=252
